Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17848980951,"Mar 25, 2026, 3:14:16 AM",Morning Ride,Ride,"😨 Overtraining warning
🦆 ETC Training ()
🚵 Concentrated Ride
🧀 Fat 25.3%, 🍞 Carb 74.7%
🕯️ Matches 4.1
🔋 Maximum discharge 61.1%


--- Insights by Riduck ---
",932,5.13,178.0,9,,,Shanyon,activities/18948444524.fit.gz,,7.7,932.0,932.0,5129.7,8.86,5.504,48.0,6.0,569.4,614.2,46.2,0.9,,,100.0,65.0,178.0,152.0,,125.0,141.0,,27.0,9.0,114834.0,,,,,,,,158.0,924.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,5.504,487.8,,,,,0.0,,34.0,115.0,,,,0.0,0.0,,,,0.0,,,,""
17848756477,"Mar 25, 2026, 12:53:52 AM",Morning Ride,Ride,"😨 Overtraining warning
🐴 Racepace Training (threshold intensity)
🚵 Concentrated Ride
🧀 Fat 27.1%, 🍞 Carb 72.9%
🕯️ Matches 14.6
🔋 Maximum discharge 51%


--- Insights by Riduck ---
",6046,40.11,170.0,37,,,Shanyon,activities/18948218845.fit.gz,,7.7,6046.0,6001.0,40110.6,16.74,6.684,217.0,271.0,542.8,643.0,11.1,-0.2,,,104.0,70.0,170.0,144.0,,110.0,839.0,,23.0,37.0,666452.0,,,,,,,,134.0,6043.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,6.634,3286.6,,,,,0.0,,160.0,98.0,,,,0.0,0.0,,,,0.0,,,,""
17839451171,"Mar 24, 2026, 11:09:27 AM",Afternoon Walk,Walk,,3550,2.28,125.0,3,,,Saucony Hurricane 23 Stable Hurricane,activities/18938902146.fit.gz,,,3550.0,1723.0,2280.7,8.82,1.324,24.0,30.0,565.4,602.2,49.3,-0.8,,,101.0,52.0,125.0,108.0,,,236.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,9758854.0,,,,,,,,,,,0.642,828.1,,,,2914.0,0.0,,,,,,,,,,,,,,,,""
17810362361,"Mar 22, 2026, 12:51:07 AM",Morning Ride,Ride,"😍 Best training status
🐆 High Intensity Training (high intensity)
🚵 Concentrated Ride
🧀 Fat 34.3%, 🍞 Carb 65.7%
🕯️ Matches 13.1
🔋 Maximum discharge 50.2%


--- Insights by Riduck ---
",8490,35.20,174.0,22,,,Shanyon,activities/18909584999.fit.gz,,7.7,8490.0,6278.0,35199.4,15.6,5.607,275.0,283.0,573.4,654.8,16.0,0.0,,,100.0,62.0,174.0,127.0,,91.0,759.0,,21.0,22.0,577168.0,,,,,,,,131.0,6913.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,4.146,3552.6,,,,,0.0,,173.0,95.0,,,,0.0,0.0,,,,0.0,,,,""
17797912649,"Mar 21, 2026, 2:53:50 AM",Morning Ride,Ride,"😃 Keeping it steady
🦆 ETC Training ()
🚵 Concentrated Ride
🧀 Fat 22.9%, 🍞 Carb 77.1%
🕯️ Matches 3.3
🔋 Maximum discharge 23.2%


--- Insights by Riduck ---
",1109,5.61,161.0,8,,,Shanyon,activities/18896988547.fit.gz,,7.7,1109.0,1026.0,5616.1,8.34,5.474,47.0,8.0,569.4,615.4,38.2,0.8,,,99.0,68.0,161.0,149.0,,120.0,154.0,,24.0,8.0,124323.0,,,,,,,,127.0,1110.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,5.064,149.0,,,,,0.0,,26.0,92.0,,,,0.0,0.0,,,,0.0,,,,""
17797779459,"Mar 21, 2026, 12:31:16 AM",Morning Ride,Ride,"😐 Low-Load Tapering
🐆 High Intensity Training (high intensity)
🚵 Concentrated Ride
🧀 Fat 22.7%, 🍞 Carb 77.3%
🕯️ Matches 28.3
🔋 Maximum discharge 59.7%


--- Insights by Riduck ---
",7173,53.22,173.0,66,,,Shanyon,activities/18896853858.fit.gz,,7.7,7173.0,7156.0,53220.5,13.82,7.437,283.0,314.0,553.4,641.0,40.0,-0.1,,,103.0,76.0,173.0,152.0,,124.0,1098.0,,20.0,66.0,891593.0,,,,,,,,144.0,7174.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,7.42,758.1,,,,,0.0,,216.0,104.0,,,,0.0,0.0,,,,0.0,,,,""
17797129833,"Mar 21, 2026, 12:28:55 AM",Morning Ride,Ride,"😮 Need more training
🦆 ETC Training ()
🧀 Fat 44.8%, 🍞 Carb 55.2%
🔋 Maximum discharge 0.2%


--- Insights by Riduck ---
",155,0.98,139.0,0,,,Shanyon,activities/18896198826.fit.gz,,7.7,155.0,155.0,987.1,9.5,6.368,0.0,15.0,584.2,601.0,0.6,-1.7,,,85.0,67.0,139.0,121.0,,60.0,13.0,,,0.0,8955.0,,,,,,,,63.0,146.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,6.368,123.3,,,,,0.0,,0.0,46.0,,,,0.0,0.0,,,,0.0,,,,""
17738273012,"Mar 16, 2026, 2:48:33 AM",Morning Weight Training,Weight Training,,3033,0,158.0,6,,,,activities/18837086474.fit.gz,,,3033.0,3033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,158.0,102.0,,,281.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,456.0,,,,,,,,,,""
17714524764,"Mar 14, 2026, 3:34:51 AM",Morning Ride,Ride,"😐 Low-Load Tapering
🦆 ETC Training ()
🚵 Free Ride
🧀 Fat 24.4%, 🍞 Carb 75.6%
🕯️ Matches 3
🔋 Maximum discharge 20.4%


--- Insights by Riduck ---
",1053,5.36,168.0,9,,,Shanyon,activities/18813081603.fit.gz,,7.7,1053.0,1012.0,5362.5,9.82,5.299,42.0,7.0,569.4,611.6,48.9,0.8,,,91.0,67.0,168.0,153.0,,113.0,142.0,,28.0,9.0,113888.0,,,,,,,,119.0,1054.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,5.093,157.0,,,,,0.0,,21.0,86.0,,,,0.0,0.0,,,,0.0,,,,""
17714345872,"Mar 14, 2026, 12:54:46 AM",Morning Ride,Ride,"😐 Low-Load Tapering
🐴 Racepace Training (threshold intensity)
🚵 Concentrated Ride
🧀 Fat 29.1%, 🍞 Carb 70.9%
🕯️ Matches 22.3
🔋 Maximum discharge 59.7%


--- Insights by Riduck ---
",7298,50.04,174.0,44,,,Shanyon,activities/18812899666.fit.gz,,7.7,7298.0,7014.0,50042.7,13.74,7.135,252.0,305.0,541.8,608.6,8.9,-0.1,,,107.0,68.0,174.0,144.0,,108.0,967.0,,23.0,44.0,764645.0,,,,,,,,136.0,7149.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,6.857,185.0,,,,,0.0,,193.0,99.0,,,,0.0,0.0,,,,0.0,,,,""
17704002527,"Mar 13, 2026, 2:41:12 AM",Morning HIIT,Workout,,1397,0,211.0,17,,,,activities/18802503302.fit.gz,,,1397.0,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,211.0,156.0,,,316.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,100.0,,,,,,,,,,""
17659428701,"Mar 9, 2026, 12:00:07 PM",Afternoon Weight Training,Weight Training,,3711,0,148.0,8,,,,activities/18757760950.fit.gz,,,3711.0,3711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,110.0,,,397.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,650.0,,,,,,,,,,""
17631217039,"Mar 7, 2026, 12:51:26 AM",Morning Ride,Ride,"😍 Best training status
🐶 Free Training (moderate intensity)
🚵 Hillclimb Ride
🧀 Fat 28.3%, 🍞 Carb 71.7%
🕯️ Matches 22.6
🔋 Maximum discharge 64.5%


--- Insights by Riduck ---
",11057,52.14,168.0,34,,,Shanyon,activities/18729234783.fit.gz,,7.7,11057.0,8200.0,52146.8,16.6,6.359,328.0,345.0,537.0,624.0,13.7,-0.1,,,97.0,62.0,168.0,134.0,,101.0,1076.0,,21.0,34.0,839056.0,,,,,,,,130.0,8749.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,4.716,3288.4,,,,,0.0,,204.0,92.0,,,,0.0,0.0,,,,0.0,,,,""
17624010403,"Mar 6, 2026, 11:59:16 AM",Afternoon HIIT,Workout,,2806,0,170.0,26,,,,activities/18721976102.fit.gz,,,2806.0,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,152.0,,,606.0,,,26.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,88.0,,,,,,,,,,""
17612874242,"Mar 5, 2026, 11:58:34 AM",Afternoon Weight Training,Weight Training,,4100,0,158.0,8,,,,activities/18710789623.fit.gz,,,4100.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,158.0,104.0,,,381.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,512.0,,,,,,,,,,""
17608643078,"Mar 5, 2026, 1:48:21 AM",Morning Ride,Ride,"😨 Overtraining warning
🐆 High Intensity Training (high intensity)
🚵 Irregular course Ride
🧀 Fat 25.9%, 🍞 Carb 74.1%
🕯️ Matches 12.5
🔋 Maximum discharge 30.8%


--- Insights by Riduck ---
",4204,24.47,164.0,15,,,Shanyon,activities/18706529643.fit.gz,,7.7,4204.0,3773.0,24475.1,13.42,6.487,132.0,145.0,548.8,614.2,22.2,-0.1,,,95.0,62.0,164.0,135.0,,92.0,460.0,,22.0,15.0,351240.0,,,,,,,,113.0,4176.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,5.822,3599.0,,,,,0.0,,73.0,80.0,,,,0.0,0.0,,,,0.0,,,,""
17586364823,"Mar 3, 2026, 10:41:00 AM",Afternoon Pickleball,Workout,,2268,0.04,155.0,6,,,,activities/18684248815.fit.gz,,,2268.0,2268.0,43.5,0.4,0.019,0.0,0.0,0.0,0.0,0.0,0.0,,,79.0,54.0,155.0,119.0,,,270.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.0,,,,672.0,0.0,,,,,,672.0,,,,,,,,,,""
17575238034,"Mar 2, 2026, 12:28:29 PM",Afternoon Hike,Hike,,284,0.28,175.0,5,,,Saucony Hurricane 23 Stable Hurricane,activities/18673078312.fit.gz,,,284.0,262.0,286.3,2.775,1.093,61.0,0.0,590.0,653.6,36.2,22.0,,,75.0,60.0,175.0,162.0,,,71.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,9758854.0,,,,,,,,,,,1.008,286.3,,,,422.0,0.0,,,,,,422.0,,,,,,,,,,""
17572079954,"Mar 2, 2026, 3:40:12 AM",Morning Weight Training,Weight Training,,3954,0,157.0,10,,,,activities/18669896382.fit.gz,,,3954.0,3954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,157.0,118.0,,,471.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,652.0,,,,,,,,,,""
17559767767,"Mar 1, 2026, 1:13:06 AM",Morning Ride,Ride,"😨 Overtraining warning
🐆 High Intensity Training (high intensity)
🚵 Concentrated Ride
🧀 Fat 26.8%, 🍞 Carb 73.2%
🕯️ Matches 18.4
🔋 Maximum discharge 67.1%


--- Insights by Riduck ---
",9339,30.76,169.0,28,,,Shanyon,activities/18657444012.fit.gz,,7.7,9339.0,5083.0,30762.7,14.82,6.052,214.0,227.0,540.6,653.2,16.7,-0.1,,,102.0,61.0,169.0,140.0,,104.0,679.0,,18.0,28.0,533063.0,,,,,,,,128.0,5798.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,3.294,1351.9,,,,,0.0,,133.0,91.0,,,,0.0,0.0,,,,0.0,,,,""
17548232438,"Feb 28, 2026, 5:00:12 AM",Morning Ride,Ride,"😨 Overtraining warning
🦆 ETC Training ()
🚵 Concentrated Ride
🧀 Fat 25.5%, 🍞 Carb 74.5%
🕯️ Matches 4.1
🔋 Maximum discharge 36.4%


--- Insights by Riduck ---
",1104,4.76,167.0,8,,,Shanyon,activities/18645787107.fit.gz,,7.7,1104.0,991.0,4763.4,8.66,4.807,48.0,8.0,567.6,617.0,36.4,1.0,,,94.0,60.0,167.0,149.0,,111.0,141.0,,28.0,8.0,112407.0,,,,,,,,127.0,1100.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,4.315,219.0,,,,,0.0,,25.0,91.0,,,,0.0,0.0,,,,0.0,,,,""
17547808431,"Feb 28, 2026, 12:34:19 AM",Morning Ride,Ride,"😨 Overtraining warning
🐺 VO2Max Training (medium-high intensity)
🚵 Hillclimb Ride
🧀 Fat 24.5%, 🍞 Carb 75.5%
🕯️ Matches 22.3
🔋 Maximum discharge 59.4%


--- Insights by Riduck ---
",8677,53.06,173.0,49,,,Shanyon,activities/18645358216.fit.gz,,7.7,8677.0,7797.0,53059.5,16.84,6.805,301.0,355.0,538.4,642.8,26.1,-0.1,,,106.0,66.0,173.0,143.0,,106.0,1064.0,,18.0,49.0,838475.0,,,,,,,,126.0,8353.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,6.115,2483.7,,,,,0.0,,208.0,95.0,,,,0.0,0.0,,,,0.0,,,,""
17540817205,"Feb 27, 2026, 12:01:05 PM",Afternoon HIIT,Workout,,2938,0,204.0,29,,,,activities/18638341917.fit.gz,,,2938.0,2938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,204.0,151.0,,,601.0,,,29.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,36.0,,,,,,,,,,""
17537190961,"Feb 27, 2026, 1:05:01 AM",Morning Ride,Ride,"😨 Overtraining warning
🐆 High Intensity Training (high intensity)
🚵 Irregular course Ride
🧀 Fat 25.6%, 🍞 Carb 74.4%
🕯️ Matches 14.8
🔋 Maximum discharge 37.4%


--- Insights by Riduck ---
",6028,31.96,164.0,21,,,Shanyon,activities/18634682080.fit.gz,,7.7,6028.0,5155.0,31963.5,12.44,6.2,171.0,185.0,545.6,615.0,19.0,-0.1,,,99.0,60.0,164.0,136.0,,95.0,645.0,,19.0,21.0,496056.0,,,,,,,,117.0,5521.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,5.303,8049.0,,,,,0.0,,118.0,88.0,,,,0.0,0.0,,,,0.0,,,,""
17517352990,"Feb 25, 2026, 11:44:42 AM",Afternoon Weight Training,Weight Training,,3209,0,168.0,11,,,,activities/18614782928.fit.gz,,,3209.0,3209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,168.0,130.0,,,491.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,738.0,,,,,,,,,,""
17501507194,"Feb 24, 2026, 1:24:28 AM",Morning Ride,Ride,"😨 Overtraining warning
🐆 High Intensity Training (high intensity)
🚵 Irregular course Ride
🧀 Fat 20.8%, 🍞 Carb 79.2%
🕯️ Matches 27.7
🔋 Maximum discharge 95.6%


--- Insights by Riduck ---
",4112,25.24,171.0,20,,,Shanyon,activities/18598873689.fit.gz,,7.7,4112.0,4090.0,25241.4,14.36,6.171,170.0,170.0,543.2,595.6,17.5,0.0,,,116.0,59.0,171.0,141.0,,124.0,623.0,,,20.0,504482.0,,,,,,,,147.0,4113.0,,,0.0,,1.0,,,,,,,,,,,,,,,,10794160.0,,,,,,,,,,,,6.138,3410.1,,,,,0.0,,51.0,67.0,,,,0.0,0.0,,,,0.0,,,,""
17493854503,"Feb 23, 2026, 11:42:49 AM",Afternoon Weight Training,Weight Training,,5020,0,157.0,9,,,,activities/18591221906.fit.gz,,,5020.0,5020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,157.0,100.0,,,377.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,534.0,,,,,,,,,,""
17478552543,"Feb 22, 2026, 12:51:21 AM",Morning Run,Run,"",4746,10.12,183.0,83,,,Saucony Hurricane 23 Stable Hurricane,activities/18575797144.fit.gz,,,4746.0,4743.0,10122.5,3.94,2.134,58.0,58.0,547.4,582.4,8.2,0.0,,,115.0,72.0,183.0,165.0,,301.0,990.0,,24.0,83.0,1427527.0,,,,,,,,305.0,4747.0,,,0.0,,1.0,10187.9,,,,,,,,,,,,,,,,9758854.0,,,,,,,,,,,2.133,1638.5,,,,11318.0,0.0,,1050.0,282.0,2.148,,,0.0,0.0,,,,0.0,,,,""
